data_pull_date,meet_name,meet_date,competitor_1_name,competitor_1_odds,competitor_2_name,competitor_2_odds
2023-09-27,Bellator 300,2023-10-07,Liz Camouche,1/2,Llima- Lei Macfarlane,6/4
2023-09-27,Bellator 300,2023-10-07,Ryan Bader,1/2,Linton Vassell,6/4
2023-09-27,Bellator 300,2023-10-07,Cristiane Justino,9/50,Cat Zingano,39/10
2023-09-27,Bellator 300,2023-10-07,Usman Nurmagomedov,2/25,Brent Primus,29/4
2023-09-27,KSW 87,2023-10-14,Darko Stosic,17/50,Michal Martinek,11/5
2023-09-27,UFC Fight Night 230,2023-10-14,Sodiq Yusuff,8/15,Edson Barboza,6/4
2023-09-27,UFC 294,2023-10-21,Paulo Costa,11/4,Khamzat Chimaev,13/50
2023-09-27,UFC 294,2023-10-21,Islam Makhachev,3/10,Charles Oliveira,12/5
2023-09-27,UFC 294,2023-10-21,Nassourdine Imavov,1/1,Ikram Aliskerov,4/5
2023-09-27,UFC Fight Night 231,2023-11-04,Curtis Blaydes,13/8,Jailton Almeida,1/2
2023-09-27,UFC 295,2023-11-12,Jon Jones,11/50,Stipe Miocic,3/1
2023-09-29,Cage Warriors 160,2023-09-29,Adam Cullen,1/7,Amaury Junior,4/1
2023-09-29,Cage Warriors 160,2023-09-29,Luke Riley,2/7,Alexander L��f,5/2
2023-09-29,PFL Europe 3,2023-09-30,Shanelle Dyer,1/7,Luisa Fernanda Cifuentes,9/2
2023-09-29,PFL Europe 3,2023-09-30,Valentina Scatizzi,4/5,Manuela Marconetto,1/1
2023-09-29,PFL Europe 3,2023-09-30,John Mitchell,8/13,Alex Chizov,5/4
2023-09-29,PFL Europe 3,2023-09-30,Dylan Tuke,11/8,Jakub Kaszuba,4/7
2023-09-29,PFL Europe 3,2023-09-30,Frans Mlambo,5/6,Moktar Benkaci,20/21
2023-09-29,PFL Europe 3,2023-09-30,Ali Taleb,2/5,Khurshed Kakhorov,15/8
2023-09-29,PFL Europe 3,2023-09-30,Laureano Staropoli,1/5,Baba Boundjou Nadjombe,10/3
2023-09-29,PFL Europe 3,2023-09-30,Yazid Chouchane,6/4,Luigi Vendramini,8/15
2023-09-29,PFL Europe 3,2023-09-30,Dakota Ditcheva,1/16,Cornelia Holm,8/1
2023-09-29,PFL Europe 3,2023-09-30,Simeon Powell,1/16,Daniel Ladero,8/1
2023-09-29,PFL Europe 3,2023-09-30,Anthony Salamone,5/2,Jakob Nedoh,2/7
2023-09-29,PFL Europe 3,2023-09-30,Abdoul Abdouraguimov,1/14,Brad Wheeler,7/1
2023-09-29,PFL Europe 3,2023-09-30,Cedric Doumbe,4/9,Jordan Zebo,7/4
2023-09-29,Rizin Landmark 6,2023-09-30,Genji Umeno,1/6,Yuto Saito,7/2
2023-09-29,Rizin Landmark 6,2023-09-30,Hideo Tokoro,3/1,Alan Yoshihiro Yamaniha,2/9
2023-09-29,Rizin Landmark 6,2023-09-30,Igor Tanabe,1/20,Koji Shikuwa,7/1
2023-09-29,Rizin Landmark 6,2023-09-30,Joji Goto,7/10,Junya Hibino,1/1
2023-09-29,Rizin Landmark 6,2023-09-30,Kohei Tokeshi,11/5,Yusaku Inoue,3/10
2023-09-29,Rizin Landmark 6,2023-09-30,Satoshi Kamiyama,2/1,Hidetaka Arato,1/3
2023-09-29,Rizin Landmark 6,2023-09-30,Shinobu Ota,8/15,Shoko Sato,11/8
2023-09-29,Rizin Landmark 6,2023-09-30,Viktor Kolesnik,4/11,Ryo Takagi,15/8
2023-09-29,Rizin Landmark 6,2023-09-30,Yuki Ito,2/5,Topnoi Kiwram,7/4
2023-09-29,Rizin Landmark 6,2023-09-30,Yusaku Nakamura,4/7,Yusaku Nakamura,5/4
2023-09-29,Rizin Landmark 6,2023-09-30,Yutaro Muramoto,6/4,Rogerio Bontorin,1/2
2023-09-29,Oktagon 47,2023-10-07,Veronika Smolkova,3/4,Eleni Mytilinaki,1/1
2023-09-29,Oktagon 47,2023-10-07,Adam Palasz,11/20,Sofiane Boukichou,7/5
2023-09-29,Oktagon 47,2023-10-07,Lukasz Siwiec,1/1,Amiran Gogoladze,7/10
2023-09-29,Oktagon 47,2023-10-07,Gustavo Lopez,11/50,Beno Adamia,13/4
2023-09-29,Oktagon 47,2023-10-07,Marek Mazuch,13/20,Jamie Cordero,11/10
2023-09-29,Oktagon 47,2023-10-07,Mateusz Legierski,13/40,Karol Rysavy,11/5
2023-09-29,Oktagon 47,2023-10-07,Robert Pukac,21/20,Matous Kohout,27/40
2023-09-29,Oktagon 47,2023-10-07,Vlasto Cepo,7/25,Ahmed Sami,13/5
2023-09-29,Oktagon 47,2023-10-07,Ivan Buchinger,7/25,Jakub Dohnal,13/5
2023-09-29,Oktagon 47,2023-10-07,Karlos Vemola,13/20,Pavol Langer,11/10
2023-09-29,UFC Fight Night 229,2023-10-07,Nate Maness,2/1,Mateus Mendonca,2/5
2023-09-29,UFC Fight Night 229,2023-10-07,Aori Qileng,5/6,Johnny Munoz Jr,20/21
2023-09-29,UFC Fight Night 229,2023-10-07,Chris Gutierrez,13/8,Montel Jackson,1/2
2023-09-29,UFC Fight Night 229,2023-10-07,Karolina Kowalkiewicz,4/7,Diana Belbita,7/5
2023-09-29,UFC Fight Night 229,2023-10-07,Alexander Hernandez,11/10,Bill Algeo,8/11
2023-09-29,UFC Fight Night 229,2023-10-07,Philipe Lins,11/10,Ion Cutelaba,8/11
2023-09-29,UFC Fight Night 229,2023-10-07,Drew Dober,2/9,Ricky Glenn,10/3
2023-09-29,UFC Fight Night 229,2023-10-07,Alex Morono,6/4,Joaquin Buckley,8/15
2023-09-29,UFC Fight Night 229,2023-10-07,Joseph Pyfer,1/4,Abdul Razak Alhassan,3/1
2023-09-29,UFC Fight Night 229,2023-10-07,Grant Dawson,1/4,Bobby Green,3/1
2023-09-29,Bellator 300,2023-10-07,Liz Camouche,1/2,Llima- Lei Macfarlane,6/4
2023-09-29,Bellator 300,2023-10-07,Ryan Bader,1/2,Linton Vassell,6/4
2023-09-29,Bellator 300,2023-10-07,Cristiane Justino,9/50,Cat Zingano,39/10
2023-09-29,Bellator 300,2023-10-07,Usman Nurmagomedov,2/25,Brent Primus,29/4
2023-09-29,KSW 87,2023-10-14,Darko Stosic,17/50,Michal Martinek,11/5
2023-09-29,UFC Fight Night 230,2023-10-14,Sodiq Yusuff,8/15,Edson Barboza,6/4
2023-09-29,UFC 294,2023-10-21,Paulo Costa,11/4,Khamzat Chimaev,13/50
2023-09-29,UFC 294,2023-10-21,Islam Makhachev,3/10,Charles Oliveira,12/5
2023-09-29,UFC 294,2023-10-21,Nassourdine Imavov,1/1,Ikram Aliskerov,4/5
2023-09-29,UFC Fight Night 231,2023-11-04,Curtis Blaydes,13/8,Jailton Almeida,1/2
2023-09-29,UFC 295,2023-11-12,Jon Jones,11/50,Stipe Miocic,3/1
2023-09-30,PFL Europe 3,2023-09-30,Cedric Doumbe,2/5,Jordan Zebo,15/8
2023-09-30,Rizin Landmark 6,2023-09-30,Ayaka Watanabe,6/4,Machi Fukuda,1/2
2023-09-30,Rizin Landmark 6,2023-09-30,Genji Umeno,1/6,Yuto Saito,7/2
2023-09-30,Rizin Landmark 6,2023-09-30,Hideo Tokoro,3/1,Alan Yoshihiro Yamaniha,2/9
2023-09-30,Rizin Landmark 6,2023-09-30,Igor Tanabe,1/20,Koji Shikuwa,7/1
2023-09-30,Rizin Landmark 6,2023-09-30,Joji Goto,7/10,Junya Hibino,1/1
2023-09-30,Rizin Landmark 6,2023-09-30,Kohei Tokeshi,11/5,Yusaku Inoue,3/10
2023-09-30,Rizin Landmark 6,2023-09-30,Satoshi Kamiyama,2/1,Hidetaka Arato,1/3
2023-09-30,Rizin Landmark 6,2023-09-30,Shinobu Ota,3/5,Shoko Sato,13/10
2023-09-30,Rizin Landmark 6,2023-09-30,Viktor Kolesnik,4/11,Ryo Takagi,15/8
2023-09-30,Rizin Landmark 6,2023-09-30,Yuki Ito,4/6,Topnoi Kiwram,11/10
2023-09-30,Rizin Landmark 6,2023-09-30,Yusaku Nakamura,4/7,Yusaku Nakamura,5/4
2023-09-30,Rizin Landmark 6,2023-09-30,Yutaro Muramoto,37/20,Rogerio Bontorin,2/5
2023-09-30,Oktagon 47,2023-10-07,Veronika Smolkova,3/4,Eleni Mytilinaki,1/1
2023-09-30,Oktagon 47,2023-10-07,Adam Palasz,11/20,Sofiane Boukichou,7/5
2023-09-30,Oktagon 47,2023-10-07,Lukasz Siwiec,1/1,Amiran Gogoladze,7/10
2023-09-30,Oktagon 47,2023-10-07,Gustavo Lopez,11/50,Beno Adamia,13/4
2023-09-30,Oktagon 47,2023-10-07,Marek Mazuch,13/20,Jamie Cordero,11/10
2023-09-30,Oktagon 47,2023-10-07,Mateusz Legierski,13/40,Karol Rysavy,11/5
2023-09-30,Oktagon 47,2023-10-07,Robert Pukac,21/20,Matous Kohout,27/40
2023-09-30,Oktagon 47,2023-10-07,Vlasto Cepo,7/25,Ahmed Sami,13/5
2023-09-30,Oktagon 47,2023-10-07,Ivan Buchinger,7/25,Jakub Dohnal,13/5
2023-09-30,Oktagon 47,2023-10-07,Karlos Vemola,13/20,Pavol Langer,11/10
2023-09-30,UFC Fight Night 229,2023-10-07,Nate Maness,2/1,Mateus Mendonca,2/5
2023-09-30,UFC Fight Night 229,2023-10-07,Aori Qileng,5/6,Johnny Munoz Jr,20/21
2023-09-30,UFC Fight Night 229,2023-10-07,Chris Gutierrez,13/8,Montel Jackson,1/2
2023-09-30,UFC Fight Night 229,2023-10-07,Karolina Kowalkiewicz,4/7,Diana Belbita,7/5
2023-09-30,UFC Fight Night 229,2023-10-07,Alexander Hernandez,11/10,Bill Algeo,8/11
2023-09-30,UFC Fight Night 229,2023-10-07,Philipe Lins,11/10,Ion Cutelaba,8/11
2023-09-30,UFC Fight Night 229,2023-10-07,Drew Dober,2/9,Ricky Glenn,10/3
2023-09-30,UFC Fight Night 229,2023-10-07,Alex Morono,6/4,Joaquin Buckley,8/15
2023-09-30,UFC Fight Night 229,2023-10-07,Joseph Pyfer,1/4,Abdul Razak Alhassan,3/1
2023-09-30,UFC Fight Night 229,2023-10-07,Grant Dawson,1/4,Bobby Green,3/1
2023-09-30,Bellator 300,2023-10-07,Liz Camouche,1/2,Llima- Lei Macfarlane,6/4
2023-09-30,Bellator 300,2023-10-07,Ryan Bader,1/2,Linton Vassell,6/4
2023-09-30,Bellator 300,2023-10-07,Cristiane Justino,9/50,Cat Zingano,39/10
2023-09-30,Bellator 300,2023-10-07,Usman Nurmagomedov,2/25,Brent Primus,29/4
2023-09-30,KSW 87,2023-10-14,Darko Stosic,17/50,Michal Martinek,11/5
2023-09-30,UFC Fight Night 230,2023-10-14,Sodiq Yusuff,8/15,Edson Barboza,6/4
2023-09-30,UFC 294,2023-10-21,Paulo Costa,11/4,Khamzat Chimaev,13/50
2023-09-30,UFC 294,2023-10-21,Islam Makhachev,3/10,Charles Oliveira,12/5
2023-09-30,UFC 294,2023-10-21,Nassourdine Imavov,1/1,Ikram Aliskerov,4/5
2023-09-30,UFC Fight Night 231,2023-11-04,Curtis Blaydes,13/8,Jailton Almeida,1/2
2023-09-30,UFC 295,2023-11-12,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-01,Oktagon 47,2023-10-07,Veronika Smolkova,3/4,Eleni Mytilinaki,1/1
2023-10-01,Oktagon 47,2023-10-07,Adam Palasz,11/20,Sofiane Boukichou,7/5
2023-10-01,Oktagon 47,2023-10-07,Lukasz Siwiec,1/1,Amiran Gogoladze,7/10
2023-10-01,Oktagon 47,2023-10-07,Gustavo Lopez,11/50,Beno Adamia,13/4
2023-10-01,Oktagon 47,2023-10-07,Marek Mazuch,13/20,Jamie Cordero,11/10
2023-10-01,Oktagon 47,2023-10-07,Mateusz Legierski,13/40,Karol Rysavy,11/5
2023-10-01,Oktagon 47,2023-10-07,Robert Pukac,21/20,Matous Kohout,27/40
2023-10-01,Oktagon 47,2023-10-07,Vlasto Cepo,7/25,Ahmed Sami,13/5
2023-10-01,Oktagon 47,2023-10-07,Ivan Buchinger,7/25,Jakub Dohnal,13/5
2023-10-01,Oktagon 47,2023-10-07,Karlos Vemola,13/20,Pavol Langer,11/10
2023-10-01,UFC Fight Night 229,2023-10-07,Nate Maness,2/1,Mateus Mendonca,2/5
2023-10-01,UFC Fight Night 229,2023-10-07,Aori Qileng,5/6,Johnny Munoz Jr,20/21
2023-10-01,UFC Fight Night 229,2023-10-07,Chris Gutierrez,13/8,Montel Jackson,1/2
2023-10-01,UFC Fight Night 229,2023-10-07,Karolina Kowalkiewicz,4/7,Diana Belbita,7/5
2023-10-01,UFC Fight Night 229,2023-10-07,Alexander Hernandez,11/10,Bill Algeo,8/11
2023-10-01,UFC Fight Night 229,2023-10-07,Philipe Lins,11/10,Ion Cutelaba,8/11
2023-10-01,UFC Fight Night 229,2023-10-07,Drew Dober,2/9,Ricky Glenn,10/3
2023-10-01,UFC Fight Night 229,2023-10-07,Alex Morono,6/4,Joaquin Buckley,8/15
2023-10-01,UFC Fight Night 229,2023-10-07,Joseph Pyfer,1/4,Abdul Razak Alhassan,3/1
2023-10-01,UFC Fight Night 229,2023-10-07,Grant Dawson,1/4,Bobby Green,3/1
2023-10-01,Bellator 300,2023-10-07,Liz Camouche,1/2,Llima- Lei Macfarlane,6/4
2023-10-01,Bellator 300,2023-10-07,Ryan Bader,1/2,Linton Vassell,6/4
2023-10-01,Bellator 300,2023-10-07,Cristiane Justino,9/50,Cat Zingano,39/10
2023-10-01,Bellator 300,2023-10-07,Usman Nurmagomedov,2/25,Brent Primus,29/4
2023-10-01,KSW 87,2023-10-14,Darko Stosic,17/50,Michal Martinek,11/5
2023-10-01,UFC Fight Night 230,2023-10-14,Sodiq Yusuff,8/15,Edson Barboza,6/4
2023-10-01,UFC 294,2023-10-21,Paulo Costa,11/4,Khamzat Chimaev,13/50
2023-10-01,UFC 294,2023-10-21,Islam Makhachev,3/10,Charles Oliveira,12/5
2023-10-01,UFC 294,2023-10-21,Nassourdine Imavov,1/1,Ikram Aliskerov,4/5
2023-10-01,UFC Fight Night 231,2023-11-04,Curtis Blaydes,13/8,Jailton Almeida,1/2
2023-10-01,UFC 295,2023-11-12,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-04,Oktagon 47,2023-10-07,Adam Horvath,6/5,Ahmed Sami,8/13
2023-10-04,Oktagon 47,2023-10-07,Veronika Smolkova,3/10,Eleni Mytilinaki,9/4
2023-10-04,Oktagon 47,2023-10-07,Adam Palasz,11/20,Sofiane Boukichou,7/5
2023-10-04,Oktagon 47,2023-10-07,Lucia Szabova,3/10,Alexandra Andersrod,12/5
2023-10-04,Oktagon 47,2023-10-07,Lukasz Siwiec,1/1,Amiran Gogoladze,7/10
2023-10-04,Oktagon 47,2023-10-07,Gustavo Lopez,17/100,Beno Adamia,4/1
2023-10-04,Oktagon 47,2023-10-07,Marek Mazuch,13/20,Jamie Cordero,11/10
2023-10-04,Oktagon 47,2023-10-07,Mateusz Legierski,13/40,Karol Rysavy,11/5
2023-10-04,Oktagon 47,2023-10-07,Robert Pukac,21/20,Matous Kohout,27/40
2023-10-04,Oktagon 47,2023-10-07,Ivan Buchinger,7/25,Jakub Dohnal,13/5
2023-10-04,Oktagon 47,2023-10-07,Karlos Vemola,3/5,Pavol Langer,5/4
2023-10-04,UFC Fight Night 229,2023-10-07,Montana De La Rosa,7/10,JJ Aldrich,11/10
2023-10-04,UFC Fight Night 229,2023-10-07,Nate Maness,2/1,Mateus Mendonca,2/5
2023-10-04,UFC Fight Night 229,2023-10-07,Vanessa Demopoulos,5/2,Kanako Murata,3/10
2023-10-04,UFC Fight Night 229,2023-10-07,Aori Qileng,9/10,Johnny Munoz Jr,9/10
2023-10-04,UFC Fight Night 229,2023-10-07,Karolina Kowalkiewicz,8/13,Diana Belbita,13/10
2023-10-04,UFC Fight Night 229,2023-10-07,Alexander Hernandez,11/10,Bill Algeo,8/11
2023-10-04,UFC Fight Night 229,2023-10-07,Philipe Lins,13/10,Ion Cutelaba,3/5
2023-10-04,UFC Fight Night 229,2023-10-07,Drew Dober,1/5,Ricky Glenn,7/2
2023-10-04,UFC Fight Night 229,2023-10-07,Alex Morono,11/8,Joaquin Buckley,11/20
2023-10-04,UFC Fight Night 229,2023-10-07,Joseph Pyfer,1/5,Abdul Razak Alhassan,7/2
2023-10-04,UFC Fight Night 229,2023-10-07,Grant Dawson,1/4,Bobby Green,3/1
2023-10-04,Bellator 300,2023-10-07,Bobby Seronio III,9/50,Alberto Garcia,39/10
2023-10-04,Bellator 300,2023-10-07,Bryce Meredith,1/15,Miguel Peimbert,17/2
2023-10-04,Bellator 300,2023-10-07,Davion Franklin,7/5,Slim Trabelsi,11/20
2023-10-04,Bellator 300,2023-10-07,Dmytrii Hrytsenko,11/20,Justin Montalvo,6/4
2023-10-04,Bellator 300,2023-10-07,Dovletdzhan Yagshimuradov,13/40,Maciej Rozanski,9/4
2023-10-04,Bellator 300,2023-10-07,Henry Corrales,5/4,Kai Kamaka III,8/13
2023-10-04,Bellator 300,2023-10-07,Ilara Joanne,2/1,Jena Bishop,2/5
2023-10-04,Bellator 300,2023-10-07,Josh Hokit,1/10,Spencer Smith,6/1
2023-10-04,Bellator 300,2023-10-07,Lorrany Santos,13/20,Jackie Cataline,6/5
2023-10-04,Bellator 300,2023-10-07,Mukhamed Berkhamov,1/5,Herman Terrado,7/2
2023-10-04,Bellator 300,2023-10-07,Romero Cotton,17/10,Grant Neal,1/2
2023-10-04,Bellator 300,2023-10-07,Sara McMann,3/5,Leah McCourt,13/10
2023-10-04,Bellator 300,2023-10-07,Sergio Cossio,8/5,Jesse Roberts,1/2
2023-10-04,KSW 87,2023-10-14,Carl McNally,21/40,Tobiasz Le,6/4
2023-10-04,KSW 87,2023-10-14,Josef Stummer,3/5,Dawid Kareta,13/10
2023-10-04,KSW 87,2023-10-14,Sahil Siraj,2/1,Ahmed Abdulkadirov,9/25
2023-10-04,KSW 87,2023-10-14,Adrian Dudek,3/5,Lukas Dvorak,13/10
2023-10-04,KSW 87,2023-10-14,Vojtech Garba,33/40,Michal Dreczkowski,9/10
2023-10-04,KSW 87,2023-10-14,Filip Macek,7/5,Oleksii Polischuck,21/40
2023-10-04,KSW 87,2023-10-14,Ivan Erslan,13/20,Rafal Haratyk,5/4
2023-10-04,KSW 87,2023-10-14,Roman Szymanski,5/12,Leo Brichta,9/5
2023-10-04,KSW 87,2023-10-14,Darko Stosic,17/50,Michal Martinek,11/5
2023-10-04,UFC Fight Night 230,2023-10-14,Ashley Yoder,12/5,Emily Ducote,13/40
2023-10-04,UFC Fight Night 230,2023-10-14,Irina Alekseeva,11/10,Melissa Dixon,7/10
2023-10-04,UFC Fight Night 230,2023-10-14,Darren Elkins,8/5,TJ Brown,9/20
2023-10-04,UFC Fight Night 230,2023-10-14,Christian Rodriguez,13/20,Cameron Saaiman,5/4
2023-10-04,UFC Fight Night 230,2023-10-14,Marc-Andre Barriault,1/1,Michel Pereira,4/5
2023-10-04,UFC Fight Night 230,2023-10-14,Jonathan Martinez,9/10,Adrian Yanez,9/10
2023-10-04,UFC Fight Night 230,2023-10-14,Jennifer Maia,13/20,Viviane Araujo,5/4
2023-10-04,UFC Fight Night 230,2023-10-14,Sodiq Yusuff,8/15,Edson Barboza,6/4
2023-10-04,UFC 294,2023-10-21,Shara Magomedov,1/2,Bruno Silva,8/5
2023-10-04,UFC 294,2023-10-21,Viktoriia Dudakova,3/10,Jinh Hu Frey,5/2
2023-10-04,UFC 294,2023-10-21,Nathaniel Wood,13/40,Muhammadjon Naimov,12/5
2023-10-04,UFC 294,2023-10-21,Mike Breeden,3/1,Anshul Jubli,1/4
2023-10-04,UFC 294,2023-10-21,Abu Azaitar,6/4,Sedriques Dumas,21/40
2023-10-04,UFC 294,2023-10-21,Mohammed Yahya,21/40,Trevor Peek,6/4
2023-10-04,UFC 294,2023-10-21,Tim Elliott,9/2,Muhammad Mokaev,3/20
2023-10-04,UFC 294,2023-10-21,Said Nurmagomedov,21/40,Muin Gafurov,8/5
2023-10-04,UFC 294,2023-10-21,Magomed Ankalaev,11/50,Johnny Walker,3/1
2023-10-04,UFC 294,2023-10-21,Paulo Costa,11/4,Khamzat Chimaev,13/50
2023-10-04,UFC 294,2023-10-21,Islam Makhachev,3/10,Charles Oliveira,12/5
2023-10-04,UFC 294,2023-10-21,Nassourdine Imavov,1/1,Ikram Aliskerov,4/5
2023-10-04,UFC Fight Night 231,2023-11-04,Curtis Blaydes,13/8,Jailton Almeida,1/2
2023-10-04,UFC 295,2023-11-11,Jessica Andrade,9/5,Mackenzie Dern,5/12
2023-10-04,UFC 295,2023-11-11,Jiri Prochazka,11/10,Alex Pereira,7/10
2023-10-04,UFC 295,2023-11-11,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-04,UFC 296,2023-12-15,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-04,UFC 296,2023-12-15,Alexandre Pantoja,5/12,Brandon Royval,37/20
2023-10-04,UFC 296,2023-12-15,Leon Edwards,4/5,Colby Covington,1/1
2023-10-05,One Fight Night 15,2023-10-06,Hiroyuki Tetsuka,13/40,Tae Ho Jin,9/4
2023-10-05,One Fight Night 15,2023-10-06,Eko Roni Saputra,4/5,Hu Yong,19/20
2023-10-05,One Fight Night 15,2023-10-06,Timofey Nastyukhin,33/40,Zhang Lipeng,9/10
2023-10-05,One Fight Night 15,2023-10-06,Joshua Pacio,33/10,Mansur Malachiev,1/5
2023-10-05,One Fight Night 15,2023-10-06,Thanh Le,9/5,Ilya Freymanov,5/12
2023-10-05,LFA 169,2023-10-06,Landry Ward,2/5,Alfred Walker,9/5
2023-10-05,Oktagon 47,2023-10-07,Adam Horvath,6/5,Ahmed Sami,8/13
2023-10-05,Oktagon 47,2023-10-07,Veronika Smolkova,3/10,Eleni Mytilinaki,9/4
2023-10-05,Oktagon 47,2023-10-07,Adam Palasz,11/20,Sofiane Boukichou,7/5
2023-10-05,Oktagon 47,2023-10-07,Lucia Szabova,3/10,Alexandra Andersrod,12/5
2023-10-05,Oktagon 47,2023-10-07,Lukasz Siwiec,1/1,Amiran Gogoladze,7/10
2023-10-05,Oktagon 47,2023-10-07,Gustavo Lopez,17/100,Beno Adamia,4/1
2023-10-05,Oktagon 47,2023-10-07,Marek Mazuch,13/20,Jamie Cordero,11/10
2023-10-05,Oktagon 47,2023-10-07,Mateusz Legierski,13/40,Karol Rysavy,11/5
2023-10-05,Oktagon 47,2023-10-07,Robert Pukac,21/20,Matous Kohout,27/40
2023-10-05,Oktagon 47,2023-10-07,Ivan Buchinger,7/25,Jakub Dohnal,13/5
2023-10-05,Oktagon 47,2023-10-07,Karlos Vemola,3/5,Pavol Langer,5/4
2023-10-05,UFC Fight Night 229,2023-10-07,Montana De La Rosa,7/10,JJ Aldrich,11/10
2023-10-05,UFC Fight Night 229,2023-10-07,Nate Maness,2/1,Mateus Mendonca,2/5
2023-10-05,UFC Fight Night 229,2023-10-07,Vanessa Demopoulos,5/2,Kanako Murata,3/10
2023-10-05,UFC Fight Night 229,2023-10-07,Aori Qileng,9/10,Johnny Munoz Jr,9/10
2023-10-05,UFC Fight Night 229,2023-10-07,Karolina Kowalkiewicz,8/13,Diana Belbita,13/10
2023-10-05,UFC Fight Night 229,2023-10-07,Alexander Hernandez,11/10,Bill Algeo,8/11
2023-10-05,UFC Fight Night 229,2023-10-07,Philipe Lins,13/10,Ion Cutelaba,3/5
2023-10-05,UFC Fight Night 229,2023-10-07,Drew Dober,1/5,Ricky Glenn,7/2
2023-10-05,UFC Fight Night 229,2023-10-07,Alex Morono,11/8,Joaquin Buckley,11/20
2023-10-05,UFC Fight Night 229,2023-10-07,Joseph Pyfer,1/5,Abdul Razak Alhassan,7/2
2023-10-05,UFC Fight Night 229,2023-10-07,Grant Dawson,1/4,Bobby Green,3/1
2023-10-05,Bellator 300,2023-10-07,Bobby Seronio III,9/50,Alberto Garcia,39/10
2023-10-05,Bellator 300,2023-10-07,Bryce Meredith,1/15,Miguel Peimbert,17/2
2023-10-05,Bellator 300,2023-10-07,Davion Franklin,7/5,Slim Trabelsi,11/20
2023-10-05,Bellator 300,2023-10-07,Dmytrii Hrytsenko,11/20,Justin Montalvo,6/4
2023-10-05,Bellator 300,2023-10-07,Dovletdzhan Yagshimuradov,13/40,Maciej Rozanski,9/4
2023-10-05,Bellator 300,2023-10-07,Henry Corrales,5/4,Kai Kamaka III,8/13
2023-10-05,Bellator 300,2023-10-07,Ilara Joanne,7/4,Jena Bishop,2/5
2023-10-05,Bellator 300,2023-10-07,Josh Hokit,1/10,Spencer Smith,6/1
2023-10-05,Bellator 300,2023-10-07,Lorrany Santos,13/20,Jackie Cataline,6/5
2023-10-05,Bellator 300,2023-10-07,Mukhamed Berkhamov,1/5,Herman Terrado,7/2
2023-10-05,Bellator 300,2023-10-07,Romero Cotton,17/10,Grant Neal,1/2
2023-10-05,Bellator 300,2023-10-07,Sara McMann,3/5,Leah McCourt,13/10
2023-10-05,Bellator 300,2023-10-07,Sergio Cossio,8/5,Jesse Roberts,1/2
2023-10-05,KSW 87,2023-10-14,Carl McNally,21/40,Tobiasz Le,6/4
2023-10-05,KSW 87,2023-10-14,Josef Stummer,3/5,Dawid Kareta,13/10
2023-10-05,KSW 87,2023-10-14,Sahil Siraj,2/1,Ahmed Abdulkadirov,9/25
2023-10-05,KSW 87,2023-10-14,Adrian Dudek,3/5,Lukas Dvorak,13/10
2023-10-05,KSW 87,2023-10-14,Vojtech Garba,33/40,Michal Dreczkowski,9/10
2023-10-05,KSW 87,2023-10-14,Filip Macek,7/5,Oleksii Polischuck,21/40
2023-10-05,KSW 87,2023-10-14,Ivan Erslan,13/20,Rafal Haratyk,5/4
2023-10-05,KSW 87,2023-10-14,Roman Szymanski,5/12,Leo Brichta,9/5
2023-10-05,KSW 87,2023-10-14,Darko Stosic,17/50,Michal Martinek,11/5
2023-10-05,UFC Fight Night 230,2023-10-14,Ashley Yoder,12/5,Emily Ducote,13/40
2023-10-05,UFC Fight Night 230,2023-10-14,Irina Alekseeva,11/10,Melissa Dixon,7/10
2023-10-05,UFC Fight Night 230,2023-10-14,Darren Elkins,8/5,TJ Brown,9/20
2023-10-05,UFC Fight Night 230,2023-10-14,Christian Rodriguez,13/20,Cameron Saaiman,5/4
2023-10-05,UFC Fight Night 230,2023-10-14,Marc-Andre Barriault,1/1,Michel Pereira,4/5
2023-10-05,UFC Fight Night 230,2023-10-14,Jonathan Martinez,9/10,Adrian Yanez,9/10
2023-10-05,UFC Fight Night 230,2023-10-14,Jennifer Maia,13/20,Viviane Araujo,5/4
2023-10-05,UFC Fight Night 230,2023-10-14,Sodiq Yusuff,8/15,Edson Barboza,6/4
2023-10-05,UFC 294,2023-10-21,Shara Magomedov,1/2,Bruno Silva,8/5
2023-10-05,UFC 294,2023-10-21,Viktoriia Dudakova,3/10,Jinh Hu Frey,5/2
2023-10-05,UFC 294,2023-10-21,Nathaniel Wood,13/40,Muhammadjon Naimov,12/5
2023-10-05,UFC 294,2023-10-21,Mike Breeden,3/1,Anshul Jubli,1/4
2023-10-05,UFC 294,2023-10-21,Abu Azaitar,6/4,Sedriques Dumas,21/40
2023-10-05,UFC 294,2023-10-21,Mohammed Yahya,21/40,Trevor Peek,6/4
2023-10-05,UFC 294,2023-10-21,Tim Elliott,9/2,Muhammad Mokaev,3/20
2023-10-05,UFC 294,2023-10-21,Said Nurmagomedov,21/40,Muin Gafurov,8/5
2023-10-05,UFC 294,2023-10-21,Magomed Ankalaev,11/50,Johnny Walker,3/1
2023-10-05,UFC 294,2023-10-21,Paulo Costa,11/4,Khamzat Chimaev,13/50
